"Distracted","Drugs","NoRestraint","MultiFatality","Fire","HitAndRun","Speeding","previous_recorded_crashes","previous_dwi_convictions","previous_recorded_suspensions_and_revocations","travel_speed","Makers","DrunkDrivers","Incl_Weather","Intersection","date_of_crash","hour_of_crash"
0,0,1,1,0,0,0,0,0,0,0,"Daimler",0,0,1,2015-08-24,19
1,0,0,0,0,0,0,0,0,0,53,"Daimler",0,0,1,2015-09-16,19
1,0,0,0,0,0,0,0,0,0,53,"Daimler",0,0,1,2015-09-16,19
0,0,1,0,0,0,0,1,0,0,35,"Daimler",1,0,0,2015-03-12,21
0,0,0,0,0,0,0,1,0,0,35,"Daimler",1,0,0,2015-03-12,21
0,0,0,0,0,0,1,1,0,0,83,"Daimler",0,1,0,2015-01-11,10
1,0,0,0,0,0,1,1,0,0,83,"Daimler",0,1,0,2015-01-11,10
0,0,0,0,0,0,1,1,0,0,83,"Daimler",0,1,0,2015-01-11,10
1,0,0,0,0,0,1,1,0,0,83,"Daimler",0,1,0,2015-01-11,10
1,0,0,1,1,0,0,0,0,0,0,"Daimler",0,1,0,2015-02-03,18
1,0,0,1,0,0,0,0,0,0,0,"Daimler",0,1,0,2015-02-03,18
0,0,1,0,1,0,0,0,0,0,65,"Daimler",0,0,0,2015-05-06,14
0,0,0,0,0,0,0,0,0,0,65,"Daimler",0,0,0,2015-05-06,14
0,0,0,0,0,0,0,0,0,0,65,"Daimler",0,0,0,2015-05-06,14
0,0,1,0,1,0,0,0,0,0,65,"Daimler",0,0,0,2015-05-06,14
0,0,0,0,0,0,0,0,0,0,30,"Daimler",0,0,0,2015-10-16,19
0,0,0,0,0,0,0,0,0,0,30,"Daimler",0,0,0,2015-10-16,19
0,0,0,0,0,0,0,0,0,0,35,"Daimler",0,0,0,2015-11-12,8
0,0,0,0,0,0,0,0,0,0,35,"Daimler",0,0,0,2015-11-12,8
0,0,0,0,0,0,0,0,0,0,35,"Daimler",0,0,0,2015-11-12,8
0,0,0,0,0,0,0,0,0,1,10,"Daimler",0,0,1,2015-02-25,10
0,0,0,0,0,0,0,0,0,1,10,"Daimler",0,0,1,2015-02-25,10
0,0,0,0,0,0,0,0,0,0,28,"Daimler",0,0,0,2015-11-15,18
0,0,0,0,0,0,0,0,0,0,28,"Daimler",0,0,0,2015-11-15,18
0,0,0,0,0,0,0,0,0,0,28,"Daimler",0,0,0,2015-11-15,18
0,0,0,0,0,0,1,0,0,0,45,"Daimler",0,1,0,2015-12-29,22
0,0,0,0,0,0,1,0,0,0,45,"Daimler",0,1,0,2015-12-29,22
0,0,0,0,0,0,1,0,0,0,45,"Daimler",0,1,0,2015-12-29,22
0,0,0,0,0,0,0,0,0,0,40,"Daimler",0,0,0,2015-10-13,21
0,0,0,0,0,0,0,0,0,0,40,"Daimler",0,0,0,2015-10-13,21
0,0,1,0,0,0,0,0,0,0,10,"Daimler",0,0,0,2015-10-09,6
0,0,0,0,0,0,0,0,0,0,10,"Daimler",0,0,0,2015-10-09,6
0,0,1,0,0,0,0,0,0,0,55,"Daimler",1,0,0,2015-05-22,17
0,1,0,0,0,0,0,0,0,0,55,"Daimler",1,0,0,2015-05-22,17
0,0,1,0,0,0,0,0,0,0,0,"Daimler",0,1,0,2015-06-19,5
0,0,0,0,0,0,0,0,0,0,25,"Daimler",0,0,1,2015-11-17,21
1,0,0,0,0,0,0,0,0,0,25,"Daimler",0,0,1,2015-11-17,21
0,0,0,0,0,0,0,0,0,0,5,"Daimler",0,0,0,2015-03-18,7
0,0,0,0,0,0,0,0,0,0,5,"Daimler",0,0,0,2015-03-18,7
0,0,0,1,0,0,0,0,0,0,0,"Daimler",0,0,1,2015-09-03,19
0,0,0,1,0,0,0,0,0,0,0,"Daimler",0,0,1,2015-09-03,19
0,0,0,1,0,0,0,0,0,0,0,"Daimler",0,0,1,2015-09-03,19
0,0,0,0,0,0,0,0,0,0,0,"Daimler",1,0,0,2015-04-30,0
0,0,0,0,0,0,0,0,0,0,0,"Daimler",1,0,0,2015-04-30,0
1,0,0,1,1,0,0,1,0,2,85,"Daimler",0,0,0,2015-09-06,4
1,0,0,1,1,0,0,1,0,2,85,"Daimler",0,0,0,2015-09-06,4
1,0,0,1,1,0,0,1,0,2,85,"Daimler",0,0,0,2015-09-06,4
1,0,0,1,1,0,0,1,0,2,85,"Daimler",0,0,0,2015-09-06,4
1,0,0,1,1,0,0,1,0,2,85,"Daimler",0,0,0,2015-09-06,4
1,0,0,1,1,0,0,1,0,2,85,"Daimler",0,0,0,2015-09-06,4
0,0,1,0,0,0,0,0,0,0,15,"Daimler",0,1,1,2015-02-16,17
0,0,0,0,0,0,0,0,0,0,15,"Daimler",0,1,1,2015-02-16,17
0,0,0,0,0,0,0,0,0,0,15,"Daimler",0,1,1,2015-02-16,17
0,0,0,1,1,0,0,0,0,0,68,"Daimler",1,0,0,2015-10-24,18
1,0,0,1,1,0,0,0,0,0,68,"Daimler",1,0,0,2015-10-24,18
0,0,0,1,1,0,0,0,0,0,68,"Daimler",1,0,0,2015-10-24,18
1,0,0,1,1,0,0,0,0,0,68,"Daimler",1,0,0,2015-10-24,18
0,0,1,1,0,0,0,0,0,0,68,"Daimler",1,0,0,2015-10-24,18
1,0,1,1,0,0,0,0,0,0,68,"Daimler",1,0,0,2015-10-24,18
0,0,1,1,1,0,0,0,0,0,68,"Daimler",1,0,0,2015-10-24,18
1,0,1,1,1,0,0,0,0,0,68,"Daimler",1,0,0,2015-10-24,18
0,0,0,1,0,0,0,0,0,0,68,"Daimler",1,0,0,2015-10-24,18
1,0,0,1,0,0,0,0,0,0,68,"Daimler",1,0,0,2015-10-24,18
0,0,0,0,0,0,0,1,0,0,55,"Daimler",0,1,1,2015-12-31,19
1,0,0,0,0,0,0,1,0,0,55,"Daimler",0,1,1,2015-12-31,19
0,0,0,0,0,0,0,1,0,0,55,"Daimler",0,1,1,2015-12-31,19
1,0,0,0,0,0,0,1,0,0,55,"Daimler",0,1,1,2015-12-31,19
0,0,0,0,0,0,0,0,0,0,70,"Daimler",0,0,0,2015-05-11,14
1,0,0,0,0,0,0,0,0,0,70,"Daimler",0,0,0,2015-05-11,14
0,0,0,0,0,0,0,0,0,0,70,"Daimler",0,0,0,2015-05-11,14
1,0,0,0,0,0,0,0,0,0,70,"Daimler",0,0,0,2015-05-11,14
0,0,0,0,0,0,0,0,0,0,70,"Daimler",0,0,0,2015-05-11,14
1,0,0,0,0,0,0,0,0,0,70,"Daimler",0,0,0,2015-05-11,14
0,0,1,0,1,0,1,0,0,0,120,"Daimler",0,1,0,2015-08-26,2
0,0,1,0,1,0,1,0,0,0,120,"Daimler",0,1,0,2015-08-26,2
0,0,0,0,0,0,0,0,0,0,45,"Daimler",0,0,0,2015-09-02,17
0,0,0,0,0,0,0,0,0,0,45,"Daimler",0,0,0,2015-09-02,17
0,0,0,1,0,0,0,0,0,0,45,"Daimler",0,1,1,2015-01-11,14
1,0,0,1,0,0,0,0,0,0,45,"Daimler",0,1,1,2015-01-11,14
0,0,0,1,0,0,0,0,0,0,45,"Daimler",0,1,1,2015-01-11,14
1,0,0,1,0,0,0,0,0,0,45,"Daimler",0,1,1,2015-01-11,14
0,0,0,1,0,0,0,0,0,0,45,"Daimler",0,1,1,2015-01-11,14
1,0,0,1,0,0,0,0,0,0,45,"Daimler",0,1,1,2015-01-11,14
0,0,0,0,0,0,1,0,0,0,35,"Daimler",0,1,0,2015-02-14,14
0,0,0,0,0,0,1,0,0,0,35,"Daimler",0,1,0,2015-02-14,14
0,0,0,0,0,0,1,0,0,0,35,"Daimler",0,1,0,2015-02-14,14
0,0,0,0,0,0,1,0,0,0,35,"Daimler",0,1,0,2015-02-14,14
0,0,0,0,0,0,1,0,0,0,35,"Daimler",0,1,0,2015-02-14,14
0,0,0,0,0,0,1,0,0,0,35,"Daimler",0,1,0,2015-02-14,14
0,0,0,0,0,0,0,1,0,0,5,"Daimler",0,1,1,2015-10-03,12
0,0,0,0,0,0,0,1,0,0,5,"Daimler",0,1,1,2015-10-03,12
0,0,0,0,0,0,0,1,0,0,5,"Daimler",0,1,1,2015-10-03,12
0,0,0,0,0,0,0,0,0,0,65,"Daimler",0,1,0,2015-05-15,10
0,0,0,0,0,0,0,0,0,0,65,"Daimler",0,1,0,2015-05-15,10
0,0,0,0,0,0,1,0,0,2,55,"Daimler",0,1,0,2015-11-24,16
0,0,1,0,0,0,0,0,0,1,33,"Daimler",1,1,0,2015-11-18,14
1,0,1,0,0,0,0,0,0,1,33,"Daimler",1,1,0,2015-11-18,14
0,0,0,0,0,0,0,0,0,1,33,"Daimler",1,1,0,2015-11-18,14
1,0,0,0,0,0,0,0,0,1,33,"Daimler",1,1,0,2015-11-18,14
1,1,0,0,0,0,0,0,1,2,70,"Daimler",0,0,0,2015-12-28,0
1,0,0,0,0,0,0,0,1,3,45,"Daimler",0,1,0,2015-11-29,5
1,0,0,0,0,0,0,0,1,3,45,"Daimler",0,1,0,2015-11-29,5
1,0,0,0,0,1,0,1,1,5,70,"Daimler",1,0,0,2015-09-05,2
1,0,0,0,0,1,0,1,1,5,70,"Daimler",1,0,0,2015-09-05,2
1,0,0,0,0,1,0,1,1,5,70,"Daimler",1,0,0,2015-09-05,2
1,0,0,0,0,1,0,1,1,5,70,"Daimler",1,0,0,2015-09-05,2
1,0,0,0,0,0,0,0,1,4,38,"Daimler",1,0,0,2015-04-22,22
1,0,1,0,0,0,0,0,1,4,38,"Daimler",1,0,0,2015-04-22,22
0,1,0,1,0,0,1,1,1,7,50,"Daimler",0,0,0,2015-11-18,15
0,0,0,1,0,0,1,1,1,7,50,"Daimler",0,0,0,2015-11-18,15
1,1,0,1,0,0,1,0,3,6,100,"Daimler",1,1,0,2015-12-20,3
1,0,0,1,1,0,1,0,3,6,100,"Daimler",1,1,0,2015-12-20,3
1,0,0,1,1,0,1,0,3,6,100,"Daimler",1,1,0,2015-12-20,3
0,0,0,0,0,0,0,2,0,0,78,"Daimler",0,0,0,2016-02-02,6
0,0,1,0,0,0,0,2,0,0,78,"Daimler",0,0,0,2016-02-02,6
0,0,1,0,0,0,0,0,0,0,0,"Daimler",0,0,1,2016-12-28,10
0,0,0,0,0,0,0,0,0,0,0,"Daimler",0,0,1,2016-12-28,10
0,0,0,0,0,0,0,0,0,0,0,"Daimler",0,0,1,2016-12-28,10
1,1,0,0,0,0,0,0,0,1,35,"Daimler",0,0,0,2016-09-11,23
1,0,0,0,0,0,0,0,0,1,35,"Daimler",0,0,0,2016-09-11,23
1,0,0,0,0,0,0,0,0,0,50,"Daimler",1,0,1,2016-03-15,23
0,0,0,0,0,0,0,0,0,0,50,"Daimler",1,0,1,2016-03-15,23
1,0,1,0,0,0,0,0,0,0,50,"Daimler",1,0,1,2016-03-15,23
0,0,1,0,0,0,0,0,0,0,50,"Daimler",1,0,1,2016-03-15,23
0,0,0,0,0,0,0,0,0,0,15,"Daimler",0,0,1,2016-04-09,17
0,0,0,0,0,0,0,0,0,0,15,"Daimler",0,0,1,2016-04-09,17
1,0,0,0,0,0,0,0,0,0,45,"Daimler",0,1,1,2016-01-03,19
0,0,0,0,0,0,0,0,0,0,45,"Daimler",0,1,1,2016-01-03,19
1,0,1,0,0,0,0,0,0,0,45,"Daimler",0,1,1,2016-01-03,19
0,0,1,0,0,0,0,0,0,0,45,"Daimler",0,1,1,2016-01-03,19
1,0,0,0,0,0,0,0,0,0,45,"Daimler",0,1,1,2016-01-03,19
0,0,0,0,0,0,0,0,0,0,45,"Daimler",0,1,1,2016-01-03,19
0,0,0,0,0,0,0,0,0,0,70,"Daimler",0,0,0,2016-11-29,7
1,0,0,0,1,0,1,1,0,0,103,"Daimler",1,0,0,2016-07-18,4
0,0,0,0,0,0,0,0,0,0,68,"Daimler",0,0,0,2016-02-14,15
0,0,0,0,0,0,0,0,0,0,68,"Daimler",0,0,0,2016-02-14,15
0,0,1,0,0,0,0,0,0,0,20,"Daimler",0,0,0,2016-06-02,15
0,1,1,0,0,0,0,0,0,0,60,"Daimler",0,1,0,2016-02-02,8
0,0,0,0,0,0,0,0,0,0,70,"Daimler",0,0,0,2016-05-25,9
0,0,0,0,0,0,0,0,0,0,70,"Daimler",0,0,0,2016-05-25,9
0,1,0,0,0,0,0,0,0,0,47,"Daimler",0,0,0,2016-11-08,19
0,0,0,0,0,0,0,0,0,0,47,"Daimler",0,0,0,2016-11-08,19
0,0,0,0,0,0,0,0,0,0,47,"Daimler",0,0,0,2016-11-08,19
1,0,0,0,0,1,0,0,0,0,50,"Daimler",0,0,1,2016-01-15,2
0,0,0,0,0,1,0,0,0,0,50,"Daimler",0,0,1,2016-01-15,2
1,0,1,0,0,1,0,0,0,0,50,"Daimler",0,0,1,2016-01-15,2
0,0,1,0,0,1,0,0,0,0,50,"Daimler",0,0,1,2016-01-15,2
1,0,0,0,0,1,0,0,0,0,50,"Daimler",0,0,1,2016-01-15,2
0,0,0,0,0,1,0,0,0,0,50,"Daimler",0,0,1,2016-01-15,2
0,0,0,0,0,0,0,1,0,0,55,"Daimler",0,1,0,2016-09-02,20
0,0,0,0,0,0,0,1,0,0,55,"Daimler",0,1,0,2016-09-02,20
0,0,0,0,0,0,0,1,0,0,55,"Daimler",0,1,0,2016-09-02,20
0,0,0,0,0,0,0,0,0,0,10,"Daimler",0,0,0,2016-12-07,21
1,0,0,0,0,0,0,0,0,0,10,"Daimler",0,0,0,2016-12-07,21
0,0,0,0,0,0,0,0,0,0,10,"Daimler",0,0,0,2016-12-07,21
1,0,0,0,0,0,0,0,0,0,10,"Daimler",0,0,0,2016-12-07,21
0,0,0,0,0,0,0,0,0,0,55,"Daimler",0,0,0,2016-05-26,13
0,1,0,0,0,0,0,0,0,0,55,"Daimler",0,0,0,2016-05-26,13
0,0,0,0,0,0,0,0,0,0,45,"Daimler",0,0,0,2016-03-22,7
0,0,1,0,0,0,0,0,0,0,45,"Daimler",0,0,0,2016-03-22,7
0,0,1,0,0,0,0,0,0,0,45,"Daimler",0,0,0,2016-03-22,7
0,0,0,1,0,0,1,1,0,4,68,"Daimler",0,0,1,2016-03-26,16
1,0,0,1,0,0,1,1,0,4,68,"Daimler",0,0,1,2016-03-26,16
0,0,0,1,0,0,1,1,0,4,68,"Daimler",0,0,1,2016-03-26,16
1,0,0,1,0,0,1,1,0,4,68,"Daimler",0,0,1,2016-03-26,16
0,0,0,1,0,0,1,1,0,4,68,"Daimler",0,0,1,2016-03-26,16
1,0,0,1,0,0,1,1,0,4,68,"Daimler",0,0,1,2016-03-26,16
0,0,0,0,0,0,0,0,0,0,60,"Daimler",1,0,0,2016-07-14,23
0,0,0,0,0,0,0,0,0,0,60,"Daimler",1,0,0,2016-07-14,23
0,0,0,0,0,0,0,0,0,0,60,"Daimler",1,0,0,2016-07-14,23
0,0,1,0,0,0,0,0,0,0,60,"Daimler",1,0,0,2016-07-14,23
0,0,0,0,0,0,0,0,0,0,60,"Daimler",1,0,0,2016-07-14,23
0,0,1,0,0,0,0,0,0,0,0,"Daimler",0,0,0,2016-08-19,8
1,0,1,0,0,0,0,0,0,0,0,"Daimler",0,0,0,2016-08-19,8
0,0,0,0,0,0,0,0,0,0,0,"Daimler",0,0,0,2016-08-19,8
1,0,0,0,0,0,0,0,0,0,0,"Daimler",0,0,0,2016-08-19,8
1,1,1,0,0,0,0,0,0,0,45,"Daimler",0,0,0,2016-11-27,17
0,1,1,0,0,0,0,0,0,0,45,"Daimler",0,0,0,2016-11-27,17
1,1,0,0,0,0,0,0,0,0,45,"Daimler",0,0,0,2016-11-27,17
0,1,0,0,0,0,0,0,0,0,45,"Daimler",0,0,0,2016-11-27,17
1,0,1,0,0,0,0,0,0,0,45,"Daimler",0,0,0,2016-11-27,17
0,0,1,0,0,0,0,0,0,0,45,"Daimler",0,0,0,2016-11-27,17
0,0,0,0,0,1,1,0,0,1,84,"Daimler",1,0,0,2016-07-22,0
0,0,0,0,0,1,1,0,0,1,84,"Daimler",1,0,0,2016-07-22,0
1,0,0,0,0,0,0,0,0,0,20,"Daimler",0,0,1,2016-12-27,10
0,0,0,0,0,0,0,0,0,0,20,"Daimler",0,0,1,2016-12-27,10
1,0,1,0,0,0,0,0,0,0,20,"Daimler",0,0,1,2016-12-27,10
0,0,1,0,0,0,0,0,0,0,20,"Daimler",0,0,1,2016-12-27,10
1,0,0,0,0,0,0,0,0,0,20,"Daimler",0,0,1,2016-12-27,10
0,0,0,0,0,0,0,0,0,0,20,"Daimler",0,0,1,2016-12-27,10
1,0,1,0,0,0,0,0,0,0,20,"Daimler",0,0,1,2016-12-27,10
0,0,1,0,0,0,0,0,0,0,20,"Daimler",0,0,1,2016-12-27,10
0,0,0,0,0,0,0,0,0,0,25,"Daimler",0,0,1,2016-01-13,9
0,0,0,0,0,0,0,0,0,0,25,"Daimler",0,0,1,2016-01-13,9
0,0,0,1,0,0,0,0,0,1,118,"Daimler",1,0,0,2016-10-22,2
0,0,1,1,0,0,0,0,0,1,118,"Daimler",1,0,0,2016-10-22,2
0,0,0,1,0,0,0,0,0,1,118,"Daimler",1,0,0,2016-10-22,2
0,0,0,0,0,0,0,0,0,0,10,"Daimler",0,0,1,2016-09-19,6
1,0,0,0,0,0,0,0,0,0,65,"Daimler",0,0,0,2016-11-07,12
0,0,0,0,0,0,0,0,0,7,35,"Daimler",0,1,0,2016-08-31,23
0,0,0,0,0,0,0,0,0,7,35,"Daimler",0,1,0,2016-08-31,23
1,0,0,1,0,0,1,0,0,0,90,"Daimler",1,1,0,2016-06-22,0
1,0,0,1,0,0,1,0,0,0,90,"Daimler",1,1,0,2016-06-22,0
0,0,1,0,0,0,1,0,0,0,55,"Daimler",0,0,0,2016-05-23,19
0,0,0,0,0,0,0,0,0,0,45,"Daimler",0,0,0,2016-06-18,10
0,0,1,0,0,0,1,0,0,0,68,"Daimler",1,0,0,2016-10-01,1
1,0,1,0,0,0,1,0,0,0,68,"Daimler",1,0,0,2016-10-01,1
0,0,0,0,0,0,1,0,0,0,68,"Daimler",1,0,0,2016-10-01,1
1,0,0,0,0,0,1,0,0,0,68,"Daimler",1,0,0,2016-10-01,1
0,0,0,0,0,0,1,0,0,0,68,"Daimler",1,0,0,2016-10-01,1
1,0,0,0,0,0,1,0,0,0,68,"Daimler",1,0,0,2016-10-01,1
0,0,1,0,0,0,0,0,0,0,93,"Daimler",1,0,0,2016-02-06,5
0,0,0,0,0,0,0,0,0,0,93,"Daimler",1,0,0,2016-02-06,5
0,0,0,0,1,0,1,0,0,1,114,"Daimler",0,0,0,2016-05-08,0
0,0,0,0,1,0,1,0,0,1,114,"Daimler",0,0,0,2016-05-08,0
1,0,1,1,1,0,1,0,0,1,107,"Daimler",1,0,0,2016-10-15,1
1,0,1,1,1,0,1,0,0,1,107,"Daimler",1,0,0,2016-10-15,1
1,0,0,1,1,0,1,0,0,1,107,"Daimler",1,0,0,2016-10-15,1
0,0,0,0,0,0,0,0,0,0,55,"Daimler",0,0,0,2016-09-08,18
0,0,0,0,0,0,0,0,0,0,55,"Daimler",0,0,0,2016-09-08,18
0,0,0,0,0,0,0,0,0,0,42,"Daimler",0,0,0,2016-11-10,11
0,0,0,0,0,0,0,0,0,0,42,"Daimler",0,0,0,2016-11-10,11
0,0,0,0,0,0,0,0,0,0,42,"Daimler",0,0,0,2016-11-10,11
1,0,0,0,0,0,0,0,0,0,65,"Daimler",0,0,0,2016-04-22,22
1,0,0,0,0,0,0,0,0,0,65,"Daimler",0,0,0,2016-04-22,22
0,0,0,0,0,0,0,0,0,0,60,"Daimler",0,0,0,2016-03-30,6
0,0,0,0,0,0,0,0,0,0,60,"Daimler",0,0,0,2016-03-30,6
1,0,0,0,0,0,1,0,0,0,28,"Daimler",1,0,1,2016-02-16,21
1,1,0,0,0,0,1,0,0,0,28,"Daimler",1,0,1,2016-02-16,21
1,0,0,0,0,0,1,0,0,0,28,"Daimler",1,0,1,2016-02-16,21
0,0,0,0,0,0,0,0,0,0,70,"Daimler",0,0,0,2016-04-06,5
0,0,0,0,0,0,0,0,0,0,70,"Daimler",0,0,0,2016-04-06,5
0,0,0,0,0,0,0,0,0,0,70,"Daimler",0,0,0,2016-04-06,5
1,0,0,0,0,0,0,0,0,0,20,"Daimler",0,0,0,2016-12-01,17
1,0,0,0,0,0,0,0,0,0,20,"Daimler",0,0,0,2016-12-01,17
1,0,0,0,0,0,0,0,0,0,35,"Daimler",0,0,0,2016-01-03,10
1,0,0,0,0,0,0,0,0,0,35,"Daimler",0,0,0,2016-01-03,10
0,1,0,0,0,0,0,0,0,0,45,"Daimler",0,0,0,2016-04-29,21
0,0,0,0,0,0,0,0,0,0,45,"Daimler",0,0,0,2016-04-29,21
0,0,0,0,0,0,0,0,0,0,45,"Daimler",0,1,1,2016-01-27,6
0,0,0,0,0,0,0,0,0,0,45,"Daimler",0,1,1,2016-01-27,6
1,0,0,0,0,0,0,0,0,0,40,"Daimler",0,0,1,2016-09-21,19
1,0,0,0,0,0,0,0,0,0,40,"Daimler",0,0,1,2016-09-21,19
0,0,0,0,0,0,0,0,0,0,65,"Daimler",0,0,0,2016-10-23,22
0,0,0,0,0,0,0,0,0,0,65,"Daimler",0,0,0,2016-10-23,22
0,0,0,0,0,0,0,0,0,0,65,"Daimler",0,0,0,2016-10-23,22
0,0,0,0,0,0,0,0,0,0,40,"Daimler",1,1,1,2016-06-24,21
0,1,0,0,0,0,0,0,0,0,40,"Daimler",1,1,1,2016-06-24,21
0,0,0,0,0,0,0,0,0,0,40,"Daimler",1,1,1,2016-06-24,21
0,0,0,1,0,0,0,0,0,0,5,"Daimler",0,1,0,2016-02-13,9
1,0,0,1,0,0,0,0,0,0,5,"Daimler",0,1,0,2016-02-13,9
0,0,1,1,0,0,0,0,0,0,5,"Daimler",0,1,0,2016-02-13,9
1,0,1,1,0,0,0,0,0,0,5,"Daimler",0,1,0,2016-02-13,9
0,0,0,1,0,0,0,0,0,0,5,"Daimler",0,1,0,2016-02-13,9
1,0,0,1,0,0,0,0,0,0,5,"Daimler",0,1,0,2016-02-13,9
0,0,0,1,0,0,0,0,0,0,5,"Daimler",0,1,0,2016-02-13,9
1,0,0,1,0,0,0,0,0,0,5,"Daimler",0,1,0,2016-02-13,9
0,0,0,1,0,0,0,0,0,0,5,"Daimler",0,1,0,2016-02-13,9
1,0,0,1,0,0,0,0,0,0,5,"Daimler",0,1,0,2016-02-13,9
1,0,0,0,0,0,0,0,0,0,55,"Daimler",0,0,0,2016-12-07,23
0,0,0,0,0,0,0,0,0,0,55,"Daimler",0,0,0,2016-12-07,23
1,0,0,0,0,0,0,0,0,0,55,"Daimler",0,0,0,2016-12-07,23
0,0,0,0,0,0,0,0,0,0,55,"Daimler",0,0,0,2016-12-07,23
1,1,0,0,0,0,0,0,0,0,55,"Daimler",1,1,0,2016-10-13,22
0,0,0,0,0,0,0,0,0,0,997,"Daimler",0,1,1,2016-02-17,13
0,0,0,0,0,0,0,0,0,0,997,"Daimler",0,1,1,2016-02-17,13
1,0,0,0,0,0,0,1,0,0,14,"Daimler",0,0,1,2016-10-20,14
1,0,0,0,0,0,0,1,0,0,14,"Daimler",0,0,1,2016-10-20,14
0,0,1,0,0,0,0,2,0,0,60,"Daimler",0,1,0,2016-10-23,5
0,0,0,0,0,0,0,2,0,0,60,"Daimler",0,1,0,2016-10-23,5
0,0,0,0,0,0,0,2,0,0,60,"Daimler",0,1,0,2016-10-23,5
0,0,1,0,0,0,0,0,0,0,60,"Daimler",0,1,0,2016-05-17,8
0,0,0,0,0,0,0,0,0,0,60,"Daimler",0,1,0,2016-05-17,8
0,0,0,0,0,0,0,0,0,0,10,"Daimler",0,0,1,2016-05-10,11
0,0,0,0,0,0,0,0,0,0,10,"Daimler",0,0,1,2016-05-10,11
0,0,0,0,0,0,0,0,0,0,10,"Daimler",0,0,1,2016-05-10,11
1,0,0,0,0,0,0,1,0,0,0,"Daimler",0,0,0,2016-08-14,6
1,0,0,0,0,0,0,1,0,0,0,"Daimler",0,0,0,2016-08-14,6
1,0,0,0,0,0,0,0,0,0,55,"Daimler",0,0,0,2016-07-25,4
1,0,0,0,0,0,0,0,0,0,55,"Daimler",0,0,0,2016-07-25,4
0,0,1,0,0,0,1,0,0,0,65,"Daimler",0,0,0,2016-06-21,14
0,0,0,0,0,0,1,0,0,0,65,"Daimler",0,0,0,2016-06-21,14
0,0,0,0,0,0,1,0,0,0,65,"Daimler",0,0,0,2016-06-21,14
0,0,1,0,0,0,1,0,0,0,65,"Daimler",0,0,0,2016-06-21,14
1,0,0,0,1,0,0,0,0,0,35,"Daimler",1,0,1,2016-02-19,17
1,0,0,0,0,0,0,0,0,0,35,"Daimler",1,0,1,2016-02-19,17
0,0,0,0,0,0,0,0,0,0,30,"Daimler",0,1,0,2016-11-30,7
0,0,1,0,0,0,0,0,0,0,30,"Daimler",0,1,0,2016-11-30,7
0,0,1,0,0,0,1,0,0,0,55,"Daimler",0,0,0,2016-05-19,15
0,0,1,0,1,0,1,0,0,0,55,"Daimler",0,0,0,2016-05-19,15
0,0,1,0,0,0,1,0,0,0,55,"Daimler",0,0,0,2016-05-19,15
1,0,1,0,0,0,0,0,0,0,23,"Daimler",0,1,1,2016-02-08,14
0,0,1,0,0,0,0,0,0,0,23,"Daimler",0,1,1,2016-02-08,14
1,0,0,0,0,0,0,0,0,0,23,"Daimler",0,1,1,2016-02-08,14
0,0,0,0,0,0,0,0,0,0,23,"Daimler",0,1,1,2016-02-08,14
0,0,0,0,0,0,0,0,0,0,60,"Daimler",1,0,0,2016-08-13,23
1,0,0,0,0,0,0,0,0,0,60,"Daimler",1,0,0,2016-08-13,23
1,0,0,0,0,0,0,0,0,0,60,"Daimler",1,0,0,2016-08-13,23
0,0,0,0,0,0,0,0,0,0,60,"Daimler",1,0,0,2016-08-13,23
1,0,0,0,0,0,0,0,0,0,60,"Daimler",1,0,0,2016-08-13,23
1,0,0,0,0,0,0,0,0,0,60,"Daimler",1,0,0,2016-08-13,23
0,0,0,0,0,0,0,0,0,0,60,"Daimler",1,0,0,2016-08-13,23
1,0,0,0,0,0,0,0,0,0,60,"Daimler",1,0,0,2016-08-13,23
1,0,0,0,0,0,0,0,0,0,60,"Daimler",1,0,0,2016-08-13,23
1,0,0,0,0,0,0,0,0,0,45,"Daimler",1,0,0,2016-05-28,17
1,0,0,0,0,0,0,0,0,0,45,"Daimler",1,0,0,2016-05-28,17
0,1,0,0,0,0,0,0,0,0,65,"Daimler",0,0,0,2016-12-14,11
0,0,0,0,0,0,0,0,0,0,65,"Daimler",0,0,0,2016-12-14,11
0,0,0,0,0,0,0,0,0,0,65,"Daimler",0,0,0,2016-12-14,11
1,0,0,0,0,0,1,0,0,0,80,"Daimler",0,0,0,2016-03-25,23
1,0,0,0,0,0,1,0,0,0,80,"Daimler",0,0,0,2016-03-25,23
1,0,0,0,0,0,1,0,0,0,80,"Daimler",0,0,0,2016-03-25,23
1,0,0,0,0,0,1,0,0,0,80,"Daimler",0,0,0,2016-03-25,23
1,0,0,0,0,0,0,0,0,1,50,"Daimler",0,0,0,2016-07-13,13
1,0,0,0,0,0,0,0,0,1,50,"Daimler",0,0,0,2016-07-13,13
1,0,0,0,0,0,0,0,0,0,65,"Daimler",0,0,0,2016-08-07,17
1,0,0,0,0,0,0,0,0,0,65,"Daimler",0,0,0,2016-08-07,17
1,0,0,0,0,0,0,0,0,0,65,"Daimler",0,0,0,2016-08-07,17
1,0,0,0,0,0,0,1,0,0,15,"Daimler",0,0,1,2016-04-30,23
0,0,0,0,0,0,0,1,0,0,15,"Daimler",0,0,1,2016-04-30,23
1,0,0,0,0,0,0,1,0,0,15,"Daimler",0,0,1,2016-04-30,23
0,0,0,0,0,0,0,1,0,0,15,"Daimler",0,0,1,2016-04-30,23
