"Distracted","Drugs","NoRestraint","MultiFatality","Fire","HitAndRun","Speeding","previous_recorded_crashes","previous_dwi_convictions","previous_recorded_suspensions_and_revocations","travel_speed","Makers","DrunkDrivers","Incl_Weather","Intersection","date_of_crash","hour_of_crash"
0,0,1,0,0,0,1,0,0,0,76,"GM",1,0,0,2015-08-26,15
0,0,0,0,0,0,1,0,0,0,70,"GM",0,1,0,2015-04-03,17
0,0,1,0,0,0,0,0,0,0,55,"GM",1,0,0,2015-11-18,22
1,0,1,0,0,0,0,0,0,0,55,"GM",1,0,0,2015-11-18,22
0,0,1,0,0,0,0,0,0,0,55,"GM",1,0,0,2015-11-18,22
1,0,1,0,0,0,0,0,0,0,55,"GM",1,0,0,2015-11-18,22
0,0,1,0,0,0,1,0,0,0,46,"GM",1,0,0,2015-03-26,22
0,0,1,0,0,0,1,0,0,0,46,"GM",1,0,0,2015-03-26,22
0,0,0,0,0,0,0,0,0,0,70,"GM",0,0,0,2015-04-22,21
0,0,0,0,0,0,0,0,0,0,70,"GM",0,0,0,2015-04-22,21
1,0,0,0,0,0,0,0,0,0,30,"GM",0,0,0,2015-05-17,22
1,0,0,0,0,0,0,0,0,0,30,"GM",0,0,0,2015-05-17,22
1,0,0,0,0,0,0,0,0,0,30,"GM",0,0,0,2015-05-17,22
1,0,0,0,0,0,0,0,0,0,55,"GM",0,0,1,2015-07-23,19
1,0,0,0,0,0,0,0,0,0,55,"GM",0,0,1,2015-07-23,19
1,0,0,0,0,0,0,0,0,0,55,"GM",0,0,1,2015-07-23,19
1,0,0,0,0,0,0,0,0,0,55,"GM",0,0,1,2015-07-23,19
0,0,0,0,0,0,0,0,0,0,50,"GM",0,1,0,2015-12-25,18
1,0,0,0,0,0,0,0,0,0,50,"GM",0,1,0,2015-12-25,18
0,0,1,0,0,0,0,0,0,0,50,"GM",0,1,0,2015-12-25,18
1,0,1,0,0,0,0,0,0,0,50,"GM",0,1,0,2015-12-25,18
0,0,0,0,0,1,0,0,0,0,70,"GM",0,1,1,2015-04-11,21
1,0,0,0,0,1,0,0,0,0,70,"GM",0,1,1,2015-04-11,21
0,1,0,0,0,1,0,0,0,0,70,"GM",0,1,1,2015-04-11,21
1,1,0,0,0,1,0,0,0,0,70,"GM",0,1,1,2015-04-11,21
0,0,0,0,0,1,0,0,0,0,70,"GM",0,1,1,2015-04-11,21
1,0,0,0,0,1,0,0,0,0,70,"GM",0,1,1,2015-04-11,21
0,0,0,0,0,0,1,0,0,1,65,"GM",1,1,0,2015-08-01,14
1,0,0,0,0,0,1,0,0,1,65,"GM",1,1,0,2015-08-01,14
0,0,0,0,0,0,1,0,0,1,65,"GM",1,1,0,2015-08-01,14
1,0,0,0,0,0,1,0,0,1,65,"GM",1,1,0,2015-08-01,14
0,0,0,0,0,0,1,0,0,1,65,"GM",1,1,0,2015-08-01,14
1,0,0,0,0,0,1,0,0,1,65,"GM",1,1,0,2015-08-01,14
0,0,0,1,0,0,0,0,0,0,0,"GM",1,1,1,2015-09-25,20
0,0,0,1,0,0,0,0,0,0,0,"GM",1,1,1,2015-09-25,20
0,0,0,1,0,0,0,0,0,0,0,"GM",1,1,1,2015-09-25,20
0,0,0,0,0,0,0,0,0,0,45,"GM",1,0,1,2015-05-23,1
1,0,0,0,0,0,0,0,0,0,45,"GM",1,0,1,2015-05-23,1
0,0,0,0,0,0,0,0,0,0,45,"GM",1,0,1,2015-05-23,1
1,0,0,0,0,0,0,0,0,0,45,"GM",1,0,1,2015-05-23,1
1,0,1,0,0,0,1,0,0,0,60,"GM",1,0,0,2015-03-08,6
1,0,1,0,0,0,1,0,0,1,90,"GM",0,0,0,2015-11-20,13
1,0,0,0,0,0,0,0,0,0,45,"GM",0,0,1,2015-05-04,5
1,1,0,0,0,0,0,0,0,1,70,"GM",1,0,0,2015-08-23,22
0,0,1,0,0,0,1,0,0,0,70,"GM",1,0,0,2015-06-28,21
0,0,1,0,0,0,1,0,0,0,70,"GM",1,0,0,2015-06-28,21
0,0,0,0,0,0,0,0,0,0,55,"GM",0,0,0,2015-06-14,21
0,0,0,0,0,0,0,0,0,0,55,"GM",0,0,0,2015-06-14,21
1,0,1,0,0,0,0,0,0,0,30,"GM",0,0,0,2015-03-07,0
1,0,1,0,0,0,0,0,0,0,30,"GM",0,0,0,2015-03-07,0
0,0,0,0,0,1,1,1,0,0,60,"GM",0,0,0,2015-02-08,12
1,0,0,0,0,1,1,1,0,0,60,"GM",0,0,0,2015-02-08,12
0,0,1,0,0,1,1,1,0,0,60,"GM",0,0,0,2015-02-08,12
1,0,1,0,0,1,1,1,0,0,60,"GM",0,0,0,2015-02-08,12
0,0,1,0,0,0,0,0,0,0,50,"GM",1,0,0,2015-10-31,22
0,0,1,0,0,0,1,0,0,0,49,"GM",0,0,1,2015-05-10,20
1,0,1,0,0,0,1,0,0,0,49,"GM",0,0,1,2015-05-10,20
0,0,0,0,0,0,1,0,0,0,49,"GM",0,0,1,2015-05-10,20
1,0,0,0,0,0,1,0,0,0,49,"GM",0,0,1,2015-05-10,20
0,0,0,0,0,0,0,0,0,0,20,"GM",0,1,1,2015-09-17,19
0,0,0,0,0,0,0,0,0,0,20,"GM",0,1,1,2015-09-17,19
1,0,0,0,0,0,0,0,0,0,55,"GM",1,1,0,2015-11-23,20
0,0,1,0,0,0,1,0,0,0,65,"GM",1,0,1,2015-03-29,2
1,1,0,0,0,0,0,0,0,1,65,"GM",1,0,0,2015-11-02,1
1,1,1,0,0,0,0,0,0,1,65,"GM",1,0,0,2015-11-02,1
1,0,1,0,0,0,0,0,0,0,65,"GM",1,0,0,2015-07-11,1
1,0,0,0,0,0,1,0,0,0,80,"GM",1,0,0,2015-07-24,23
1,0,1,0,0,0,1,0,0,0,80,"GM",1,0,0,2015-07-24,23
0,0,0,0,0,0,0,0,0,29,35,"GM",0,1,0,2015-12-03,20
0,0,0,0,0,0,0,0,0,29,35,"GM",0,1,0,2015-12-03,20
0,0,0,0,0,0,0,0,0,0,63,"GM",1,0,0,2015-04-06,6
0,0,0,0,0,0,0,0,0,1,55,"GM",0,0,1,2015-12-11,0
1,0,0,0,0,0,0,0,0,1,55,"GM",0,0,1,2015-12-11,0
0,0,0,0,0,0,0,0,0,1,55,"GM",0,0,1,2015-12-11,0
1,0,0,0,0,0,0,0,0,1,55,"GM",0,0,1,2015-12-11,0
0,0,0,0,0,0,0,0,0,1,55,"GM",0,0,1,2015-12-11,0
1,0,0,0,0,0,0,0,0,1,55,"GM",0,0,1,2015-12-11,0
0,0,1,0,0,0,0,0,0,0,65,"GM",1,0,0,2015-08-06,0
1,1,0,0,0,0,1,0,0,0,60,"GM",1,0,0,2015-01-18,2
1,0,0,0,0,0,1,0,0,0,37,"GM",1,0,1,2015-02-15,2
1,0,0,0,0,0,0,0,0,0,65,"GM",1,0,0,2015-11-08,3
1,0,0,0,0,0,0,0,0,0,65,"GM",1,0,0,2015-11-08,3
0,0,1,0,0,0,0,0,0,0,65,"GM",0,0,0,2015-09-19,16
0,0,1,0,0,0,0,0,0,0,65,"GM",0,0,0,2015-09-19,16
0,1,1,0,0,0,1,1,0,1,140,"GM",0,0,0,2015-01-16,20
1,1,0,0,0,0,1,0,0,3,68,"GM",0,0,0,2015-04-05,21
1,1,1,0,0,0,1,0,0,3,68,"GM",0,0,0,2015-04-05,21
1,0,1,0,0,0,0,0,0,0,65,"GM",0,0,0,2015-01-09,5
0,1,1,0,0,0,1,1,0,0,100,"GM",1,1,0,2015-12-24,2
0,0,0,0,0,0,1,1,0,0,100,"GM",1,1,0,2015-12-24,2
0,0,0,0,0,0,1,0,0,0,75,"GM",0,1,0,2015-07-03,19
0,0,0,0,0,0,1,0,0,0,75,"GM",0,1,0,2015-07-03,19
0,0,1,0,0,0,1,1,0,2,55,"GM",1,1,0,2015-09-10,0
0,0,0,0,0,0,0,0,0,0,49,"GM",1,1,0,2015-05-27,18
0,0,1,0,0,0,0,0,0,0,49,"GM",1,1,0,2015-05-27,18
0,0,0,0,0,0,1,0,0,0,50,"GM",0,1,0,2015-01-02,13
0,0,0,0,0,0,1,3,0,1,93,"GM",0,0,1,2015-11-23,13
0,0,1,0,0,0,1,3,0,1,93,"GM",0,0,1,2015-11-23,13
0,0,1,0,0,0,0,0,0,1,65,"GM",1,0,1,2015-02-28,2
0,0,0,0,0,0,0,0,0,0,55,"GM",1,0,0,2015-09-10,17
1,0,0,0,0,0,0,1,0,0,30,"GM",0,1,0,2015-04-14,16
0,0,0,0,0,0,0,0,0,2,55,"GM",1,1,0,2015-03-25,21
1,0,1,0,0,0,1,0,0,3,107,"GM",1,0,0,2015-05-02,20
1,0,0,0,0,0,1,0,0,3,107,"GM",1,0,0,2015-05-02,20
1,0,0,1,0,0,0,0,0,0,60,"GM",1,1,0,2015-06-03,3
1,0,0,1,0,0,0,0,0,0,60,"GM",1,1,0,2015-06-03,3
0,0,0,0,0,0,0,0,0,0,80,"GM",0,0,0,2015-10-05,10
0,0,0,0,0,0,1,0,0,0,78,"GM",1,1,0,2015-06-12,18
1,0,1,0,0,0,1,0,0,0,70,"GM",0,0,0,2015-10-30,19
1,0,0,0,0,0,1,0,0,0,70,"GM",0,0,0,2015-10-30,19
1,0,0,0,0,0,1,0,0,0,70,"GM",0,0,0,2015-10-30,19
0,1,1,0,0,0,0,0,0,2,52,"GM",1,0,0,2015-08-24,22
0,0,1,0,0,0,0,0,0,2,52,"GM",1,0,0,2015-08-24,22
1,0,1,0,0,0,1,0,0,1,55,"GM",1,0,0,2015-07-05,2
1,0,1,0,0,0,1,0,0,1,55,"GM",1,0,0,2015-07-05,2
0,0,0,0,1,0,1,0,0,0,70,"GM",1,0,0,2015-02-02,16
0,0,1,0,1,0,1,0,0,0,70,"GM",1,0,0,2015-02-02,16
1,0,1,1,0,0,1,0,0,0,45,"GM",0,0,0,2015-07-06,14
1,0,1,1,0,0,1,0,0,0,45,"GM",0,0,0,2015-07-06,14
1,0,1,0,0,0,0,0,0,0,65,"GM",0,0,0,2015-09-26,11
1,0,0,0,0,0,0,0,0,0,65,"GM",0,0,0,2015-09-26,11
1,0,0,0,0,0,0,0,0,0,65,"GM",0,0,0,2015-09-26,11
0,0,1,1,0,0,1,0,0,1,105,"GM",1,1,1,2015-05-03,0
0,0,0,1,0,0,1,0,0,1,105,"GM",1,1,1,2015-05-03,0
0,0,1,0,0,0,0,1,0,1,55,"GM",0,0,0,2015-05-18,7
1,0,1,0,0,0,0,2,0,6,94,"GM",1,0,1,2015-01-30,21
1,0,0,0,0,0,0,2,0,6,94,"GM",1,0,1,2015-01-30,21
1,0,1,0,0,0,0,0,0,0,85,"GM",1,0,0,2015-05-03,2
1,0,1,0,0,0,0,0,0,0,85,"GM",1,0,0,2015-05-03,2
0,0,1,1,0,0,1,0,0,2,68,"GM",1,0,0,2015-03-13,21
1,0,1,1,0,0,1,0,0,2,68,"GM",1,0,0,2015-03-13,21
0,0,1,1,0,0,1,0,0,2,68,"GM",1,0,0,2015-03-13,21
1,0,1,1,0,0,1,0,0,2,68,"GM",1,0,0,2015-03-13,21
0,0,0,1,0,0,1,0,0,2,68,"GM",1,0,0,2015-03-13,21
1,0,0,1,0,0,1,0,0,2,68,"GM",1,0,0,2015-03-13,21
0,0,0,1,0,0,1,0,0,2,68,"GM",1,0,0,2015-03-13,21
1,0,0,1,0,0,1,0,0,2,68,"GM",1,0,0,2015-03-13,21
0,0,0,1,0,0,1,0,0,2,68,"GM",1,0,0,2015-03-13,21
1,0,0,1,0,0,1,0,0,2,68,"GM",1,0,0,2015-03-13,21
1,0,0,0,0,0,0,0,0,0,45,"GM",1,0,0,2015-05-23,2
1,0,1,0,0,0,0,0,0,0,45,"GM",1,0,0,2015-05-23,2
1,0,0,0,0,0,0,0,0,0,60,"GM",0,0,0,2015-05-02,8
0,0,0,0,0,0,1,1,0,0,60,"GM",0,0,1,2015-10-27,13
0,0,0,0,1,0,1,1,0,0,60,"GM",0,0,1,2015-10-27,13
0,0,1,0,1,0,1,1,0,0,60,"GM",0,0,1,2015-10-27,13
1,0,0,0,1,0,1,0,0,0,90,"GM",1,0,1,2015-08-02,22
0,0,0,0,1,0,1,1,0,0,80,"GM",0,0,1,2015-09-16,3
0,0,0,0,0,0,0,0,0,0,30,"GM",0,0,1,2015-06-12,21
0,0,0,0,0,0,0,0,0,0,30,"GM",0,0,1,2015-06-12,21
0,0,0,0,0,0,0,2,0,0,53,"GM",0,1,1,2015-07-07,21
0,0,0,0,0,0,0,2,0,0,53,"GM",0,1,1,2015-07-07,21
0,0,0,0,0,0,0,2,0,0,53,"GM",0,1,1,2015-07-07,21
0,0,0,0,0,0,1,2,0,0,60,"GM",1,1,0,2015-08-08,0
0,1,0,0,0,0,1,2,0,0,60,"GM",1,1,0,2015-08-08,0
0,0,0,0,0,0,0,0,0,0,30,"GM",0,0,0,2015-09-11,21
0,0,0,0,1,0,0,0,0,0,30,"GM",0,0,0,2015-09-11,21
0,0,0,0,0,0,1,0,0,0,23,"GM",0,0,1,2015-01-21,17
0,0,0,0,0,0,1,0,0,0,23,"GM",0,0,1,2015-01-21,17
0,0,0,0,0,0,1,0,0,0,23,"GM",0,0,1,2015-01-21,17
0,0,0,0,0,0,0,3,0,0,55,"GM",0,0,0,2015-03-28,0
0,0,0,0,0,0,0,3,0,0,55,"GM",0,0,0,2015-03-28,0
0,0,0,1,0,0,0,0,0,0,40,"GM",0,0,1,2015-04-03,22
0,0,0,1,0,0,0,0,0,0,40,"GM",0,0,1,2015-04-03,22
1,0,0,0,0,0,0,0,0,0,31,"GM",0,0,1,2015-10-01,6
1,0,0,0,0,0,0,0,0,0,31,"GM",0,0,1,2015-10-01,6
0,0,0,0,0,0,0,0,0,0,25,"GM",0,1,0,2015-11-21,19
0,0,0,0,0,0,0,0,0,0,25,"GM",0,1,0,2015-11-21,19
1,0,0,0,0,0,0,0,0,0,58,"GM",0,1,0,2015-03-12,5
1,1,0,0,0,0,0,0,0,0,58,"GM",0,1,0,2015-03-12,5
0,0,0,0,0,0,0,0,0,1,30,"GM",0,0,0,2015-06-23,0
0,0,0,0,0,0,0,0,0,1,30,"GM",0,0,0,2015-06-23,0
0,0,0,0,0,0,0,0,0,0,45,"GM",0,0,0,2015-12-10,22
0,0,0,0,0,0,0,0,0,0,45,"GM",0,0,0,2015-12-10,22
0,0,0,0,0,0,0,0,0,0,45,"GM",0,0,0,2015-12-10,22
1,0,0,0,0,0,0,0,0,0,40,"GM",0,0,1,2015-06-20,23
1,0,0,0,0,0,0,0,0,0,40,"GM",0,0,1,2015-06-20,23
1,0,0,1,0,0,1,0,0,0,99,"GM",1,0,0,2015-05-02,18
1,0,0,1,0,0,1,0,0,0,99,"GM",1,0,0,2015-05-02,18
0,0,0,0,0,0,0,0,0,0,45,"GM",0,0,0,2015-11-01,0
0,0,0,0,0,0,0,0,0,0,45,"GM",0,0,0,2015-11-01,0
0,0,0,0,0,0,0,0,0,0,45,"GM",0,0,0,2015-11-01,0
0,0,0,0,0,0,0,0,0,0,65,"GM",1,0,0,2015-09-12,20
1,0,0,0,0,0,0,0,0,0,65,"GM",1,0,0,2015-09-12,20
0,0,0,0,0,0,0,0,0,0,65,"GM",1,0,0,2015-09-12,20
1,0,0,0,0,0,0,0,0,0,65,"GM",1,0,0,2015-09-12,20
0,0,0,0,0,0,0,0,0,0,65,"GM",1,0,0,2015-09-12,20
1,0,0,0,0,0,0,0,0,0,65,"GM",1,0,0,2015-09-12,20
0,0,0,0,0,0,0,0,0,0,65,"GM",1,0,0,2015-09-12,20
1,0,0,0,0,0,0,0,0,0,65,"GM",1,0,0,2015-09-12,20
0,0,1,0,0,0,0,0,0,0,65,"GM",1,0,0,2015-09-12,20
1,0,1,0,0,0,0,0,0,0,65,"GM",1,0,0,2015-09-12,20
0,0,0,1,0,1,1,0,0,0,80,"GM",0,1,0,2015-12-26,17
0,0,0,1,0,1,1,0,0,0,80,"GM",0,1,0,2015-12-26,17
0,0,1,1,0,1,1,0,0,0,80,"GM",0,1,0,2015-12-26,17
1,0,0,0,0,0,0,0,0,0,55,"GM",1,1,0,2015-11-01,0
1,0,0,0,0,0,0,0,0,0,55,"GM",1,1,0,2015-11-01,0
0,1,0,0,0,0,0,0,0,0,65,"GM",0,1,0,2015-12-06,23
0,0,0,0,0,0,0,0,0,0,65,"GM",0,1,0,2015-12-06,23
0,0,0,0,0,0,0,0,0,0,35,"GM",0,0,1,2015-07-07,21
0,0,0,0,0,0,0,0,0,0,35,"GM",0,0,1,2015-07-07,21
0,0,0,0,0,0,0,0,0,0,40,"GM",0,0,1,2015-12-12,18
0,0,0,0,0,0,0,0,0,0,40,"GM",0,0,1,2015-12-12,18
0,0,0,0,0,0,0,0,0,0,45,"GM",0,0,1,2015-10-18,0
0,0,0,0,0,0,0,0,0,0,45,"GM",0,0,1,2015-10-18,0
0,0,0,0,0,0,0,0,0,0,45,"GM",0,0,1,2015-10-18,0
0,0,0,0,0,0,0,1,0,2,35,"GM",0,0,0,2015-08-18,20
0,0,0,0,0,0,0,1,0,2,35,"GM",0,0,0,2015-08-18,20
0,0,0,0,0,0,0,0,0,0,48,"GM",0,0,0,2015-08-30,2
0,0,0,0,0,0,0,0,0,0,48,"GM",0,0,0,2015-08-30,2
0,0,0,0,0,0,0,0,0,0,50,"GM",0,0,0,2015-06-28,8
0,0,0,0,0,0,0,0,0,0,50,"GM",0,0,0,2015-06-28,8
1,1,0,0,0,0,0,0,0,1,35,"GM",0,1,1,2015-01-17,2
1,0,0,0,0,0,0,0,0,1,35,"GM",0,1,1,2015-01-17,2
1,0,0,0,0,0,0,0,0,1,35,"GM",0,1,1,2015-01-17,2
0,0,0,0,0,0,0,0,0,0,20,"GM",0,0,0,2015-06-21,16
0,0,0,0,0,0,0,0,0,0,20,"GM",0,0,0,2015-06-21,16
0,0,0,0,0,1,0,0,0,0,55,"GM",1,0,0,2015-12-20,5
0,0,0,0,0,1,0,0,0,0,55,"GM",1,0,0,2015-12-20,5
0,0,0,0,0,1,0,0,0,0,55,"GM",1,0,0,2015-12-20,5
1,0,0,0,0,0,0,0,0,1,60,"GM",0,0,0,2015-11-17,18
1,0,0,0,0,0,0,0,0,1,60,"GM",0,0,0,2015-11-17,18
0,0,0,0,0,0,0,0,0,0,40,"GM",0,1,1,2015-12-20,21
0,0,0,0,0,0,0,0,0,0,40,"GM",0,1,1,2015-12-20,21
0,0,0,0,0,0,0,0,0,0,50,"GM",0,1,0,2015-09-29,20
0,0,0,0,0,0,0,0,0,0,50,"GM",0,1,0,2015-09-29,20
0,0,0,0,0,0,0,0,0,0,50,"GM",0,0,0,2015-12-06,19
0,0,0,0,0,0,0,0,0,0,50,"GM",0,0,0,2015-12-06,19
0,0,0,0,0,0,0,0,0,0,50,"GM",0,0,0,2015-12-06,19
0,0,0,0,0,0,0,0,0,0,60,"GM",0,0,1,2015-01-24,1
0,0,0,0,0,0,0,0,0,0,60,"GM",0,0,1,2015-01-24,1
0,0,0,0,0,1,1,0,0,0,88,"GM",1,0,1,2015-05-19,22
1,0,0,0,0,1,1,0,0,0,88,"GM",1,0,1,2015-05-19,22
0,0,0,0,0,1,1,0,0,0,88,"GM",1,0,1,2015-05-19,22
1,0,0,0,0,1,1,0,0,0,88,"GM",1,0,1,2015-05-19,22
0,0,0,0,0,1,1,0,0,0,88,"GM",1,0,1,2015-05-19,22
1,0,0,0,0,1,1,0,0,0,88,"GM",1,0,1,2015-05-19,22
0,0,0,0,0,0,0,0,0,0,35,"GM",0,0,1,2015-07-10,18
0,0,0,0,0,0,0,0,0,0,35,"GM",0,0,1,2015-07-10,18
0,0,0,0,0,0,0,0,0,0,35,"GM",0,0,1,2015-07-10,18
0,0,0,0,0,0,0,0,0,8,30,"GM",0,0,0,2015-07-28,18
0,0,0,0,0,0,0,0,0,8,30,"GM",0,0,0,2015-07-28,18
0,0,0,0,0,0,0,0,0,8,30,"GM",0,0,0,2015-07-28,18
0,0,0,0,0,0,0,0,0,0,35,"GM",0,0,0,2015-01-14,22
0,0,0,0,0,0,0,0,0,0,35,"GM",0,0,0,2015-01-14,22
0,1,0,1,0,0,0,2,0,0,55,"GM",1,0,0,2015-12-30,0
1,1,0,1,0,0,0,2,0,0,55,"GM",1,0,0,2015-12-30,0
0,0,1,1,0,0,0,2,0,0,55,"GM",1,0,0,2015-12-30,0
1,0,1,1,0,0,0,2,0,0,55,"GM",1,0,0,2015-12-30,0
0,0,0,1,0,0,0,2,0,0,55,"GM",1,0,0,2015-12-30,0
1,0,0,1,0,0,0,2,0,0,55,"GM",1,0,0,2015-12-30,0
0,0,0,1,0,0,0,2,0,0,55,"GM",1,0,0,2015-12-30,0
1,0,0,1,0,0,0,2,0,0,55,"GM",1,0,0,2015-12-30,0
0,0,0,0,0,0,0,0,0,0,55,"GM",1,0,0,2015-12-17,22
0,0,1,0,0,0,0,0,0,0,55,"GM",1,0,0,2015-12-17,22
0,0,0,0,0,0,0,0,0,0,55,"GM",1,0,0,2015-12-17,22
0,0,0,0,0,0,1,0,0,7,60,"GM",0,0,0,2015-11-15,17
1,0,0,0,0,0,1,0,0,7,60,"GM",0,0,0,2015-11-15,17
0,0,0,0,0,0,1,0,0,7,60,"GM",0,0,0,2015-11-15,17
1,0,0,0,0,0,1,0,0,7,60,"GM",0,0,0,2015-11-15,17
0,0,0,0,0,0,1,0,0,7,60,"GM",0,0,0,2015-11-15,17
1,0,0,0,0,0,1,0,0,7,60,"GM",0,0,0,2015-11-15,17
0,0,0,1,0,0,1,0,0,0,45,"GM",0,1,0,2015-03-02,7
0,0,0,1,0,0,1,0,0,0,45,"GM",0,1,0,2015-03-02,7
0,0,0,1,0,0,1,0,0,0,45,"GM",0,1,0,2015-03-02,7
0,0,0,0,0,0,0,0,0,0,35,"GM",0,0,1,2015-05-08,15
0,1,0,0,0,0,0,0,0,0,35,"GM",0,0,1,2015-05-08,15
0,0,1,0,0,0,0,0,0,0,35,"GM",0,0,1,2015-05-08,15
0,0,0,0,0,0,0,0,0,0,50,"GM",0,1,0,2015-01-09,17
0,0,0,0,0,0,0,0,0,0,50,"GM",0,1,0,2015-01-09,17
0,0,0,0,0,0,0,0,0,0,50,"GM",0,1,0,2015-01-09,17
0,0,0,0,0,0,0,0,0,0,70,"GM",0,1,1,2015-08-11,10
1,0,0,0,0,0,0,0,0,0,70,"GM",0,1,1,2015-08-11,10
0,0,0,0,0,0,0,0,0,0,50,"GM",0,0,0,2015-03-31,18
1,0,0,0,0,0,0,0,0,0,50,"GM",0,0,0,2015-03-31,18
0,0,1,0,0,0,0,0,0,0,50,"GM",0,0,0,2015-03-31,18
1,0,1,0,0,0,0,0,0,0,50,"GM",0,0,0,2015-03-31,18
0,0,0,1,0,0,0,0,0,0,5,"GM",0,0,1,2015-07-10,7
1,0,0,1,0,0,0,0,0,0,5,"GM",0,0,1,2015-07-10,7
0,0,0,1,0,0,0,0,0,0,5,"GM",0,0,1,2015-07-10,7
1,0,0,1,0,0,0,0,0,0,5,"GM",0,0,1,2015-07-10,7
0,0,0,1,0,0,0,0,0,0,5,"GM",0,0,1,2015-07-10,7
1,0,0,1,0,0,0,0,0,0,5,"GM",0,0,1,2015-07-10,7
0,0,0,0,0,0,0,1,0,0,55,"GM",0,0,0,2015-07-10,13
1,0,0,0,0,0,0,1,0,0,55,"GM",0,0,0,2015-07-10,13
0,0,0,0,0,0,0,1,0,0,55,"GM",0,0,0,2015-07-10,13
1,0,0,0,0,0,0,1,0,0,55,"GM",0,0,0,2015-07-10,13
0,0,0,0,0,0,0,1,0,0,55,"GM",0,0,0,2015-07-10,13
1,0,0,0,0,0,0,1,0,0,55,"GM",0,0,0,2015-07-10,13
0,1,0,0,0,0,0,0,0,0,15,"GM",1,0,1,2015-04-22,20
0,0,0,0,0,0,0,0,0,0,15,"GM",1,0,1,2015-04-22,20
0,0,0,0,0,0,0,0,0,0,15,"GM",1,0,1,2015-04-22,20
1,0,1,1,0,0,1,0,0,0,80,"GM",1,0,0,2015-01-20,16
1,0,1,1,0,0,1,0,0,0,80,"GM",1,0,0,2015-01-20,16
1,0,0,1,0,0,1,0,0,0,80,"GM",1,0,0,2015-01-20,16
0,0,0,1,0,1,1,1,0,0,85,"GM",0,1,0,2015-12-26,17
0,0,0,1,0,1,1,1,0,0,85,"GM",0,1,0,2015-12-26,17
0,0,1,1,0,1,1,1,0,0,85,"GM",0,1,0,2015-12-26,17
0,0,0,0,0,0,0,0,0,0,60,"GM",0,0,0,2015-11-10,19
1,0,0,0,0,0,0,0,0,0,60,"GM",0,0,0,2015-11-10,19
0,0,0,0,0,0,0,0,0,2,55,"GM",0,0,0,2015-03-01,9
0,0,0,0,0,0,0,0,0,2,55,"GM",0,0,0,2015-03-01,9
0,1,0,0,0,0,0,0,0,2,55,"GM",0,0,0,2015-03-01,9
0,0,1,0,0,0,0,0,0,0,44,"GM",1,1,0,2015-02-13,22
0,0,0,0,0,0,0,0,0,0,25,"GM",0,0,1,2015-03-15,13
0,0,0,0,0,0,0,0,0,0,25,"GM",0,0,1,2015-03-15,13
0,0,1,0,0,0,0,0,0,0,50,"GM",1,0,0,2015-09-02,14
1,0,1,0,0,0,0,0,0,0,50,"GM",1,0,0,2015-09-02,14
0,0,0,0,0,0,0,0,0,0,50,"GM",1,0,0,2015-09-02,14
1,0,0,0,0,0,0,0,0,0,50,"GM",1,0,0,2015-09-02,14
0,0,0,0,0,0,0,0,0,0,50,"GM",1,0,0,2015-09-02,14
1,0,0,0,0,0,0,0,0,0,50,"GM",1,0,0,2015-09-02,14
0,0,0,0,0,0,0,0,0,0,40,"GM",1,1,0,2015-07-19,19
1,0,0,0,0,0,0,0,0,0,40,"GM",1,1,0,2015-07-19,19
0,0,1,0,0,0,0,0,0,0,40,"GM",1,1,0,2015-07-19,19
1,0,1,0,0,0,0,0,0,0,40,"GM",1,1,0,2015-07-19,19
0,0,0,0,0,0,0,0,0,0,40,"GM",1,1,0,2015-07-19,19
1,0,0,0,0,0,0,0,0,0,40,"GM",1,1,0,2015-07-19,19
0,0,0,0,0,0,0,0,0,0,0,"GM",1,0,0,2015-08-03,2
0,0,0,0,0,0,0,0,0,0,0,"GM",1,0,0,2015-08-03,2
0,0,1,0,0,0,0,0,0,0,0,"GM",1,0,0,2015-08-03,2
0,0,1,0,0,0,0,0,0,0,70,"GM",1,0,0,2015-04-19,1
1,0,1,0,0,0,0,0,0,0,70,"GM",1,0,0,2015-04-19,1
0,0,0,0,0,0,0,0,0,0,70,"GM",1,0,0,2015-04-19,1
1,0,0,0,0,0,0,0,0,0,70,"GM",1,0,0,2015-04-19,1
0,0,0,0,0,0,0,0,0,0,65,"GM",0,1,0,2015-04-27,10
1,0,0,0,0,0,0,0,0,0,65,"GM",0,1,0,2015-04-27,10
0,0,0,0,0,0,0,0,0,0,65,"GM",0,1,0,2015-04-27,10
1,0,0,0,0,0,0,0,0,0,65,"GM",0,1,0,2015-04-27,10
0,0,0,0,0,0,0,0,0,0,65,"GM",0,1,0,2015-04-27,10
1,0,0,0,0,0,0,0,0,0,65,"GM",0,1,0,2015-04-27,10
1,0,0,0,0,0,0,0,0,0,0,"GM",0,1,0,2015-04-04,1
1,0,0,0,0,0,0,0,0,0,0,"GM",0,1,0,2015-04-04,1
1,0,1,0,0,0,0,0,0,0,0,"GM",0,1,0,2015-04-04,1
1,0,1,0,0,0,0,0,0,0,0,"GM",0,1,0,2015-04-04,1
1,0,0,0,0,0,0,0,0,0,0,"GM",0,1,0,2015-04-04,1
1,0,0,0,0,0,0,0,0,0,0,"GM",0,1,0,2015-04-04,1
1,0,1,0,0,0,0,0,0,0,0,"GM",0,1,0,2015-04-04,1
1,0,1,0,0,0,0,0,0,0,0,"GM",0,1,0,2015-04-04,1
